movie_id,title,tags
122917,The Hobbit: The Battle of the Five Armies,{Martin Freeman. Ian McKellen. Richard Armitage. Ken Stott. Graham McTavish. William Kircher. Peter Jackson. Action. Adventure. Fantasy. corruption. elves. dwarves. orcs. middle-earth (tolkien). hobbit. dragon. battle. unlikely friendship. epic battle. sword and sorcery}
1930,The Amazing Spider-Man,{Andrew Garfield. Emma Stone. Rhys Ifans. Denis Leary. Campbell Scott. Irrfan Khan. Marc Webb. Action. Adventure. Fantasy. loss of father. vigilante. serum. marvel comic. scientific experiment. spider bite. masked vigilante. reboot. super powers. genetic engineering. social outcast. duringcreditsstinger}
20662,Robin Hood,{Russell Crowe. Cate Blanchett. Max von Sydow. William Hurt. Mark Strong. Oscar Isaac. Ridley Scott. Action. Adventure. robin hood. archer. knight. sherwood forest. bow and arrow. middle ages. medieval. king of england}
57158,The Hobbit: The Desolation of Smaug,{Martin Freeman. Ian McKellen. Richard Armitage. Ken Stott. Graham McTavish. William Kircher. Peter Jackson. Adventure. Fantasy. elves. dwarves. orcs. hobbit. dragon. wizard. sword and sorcery}
2268,The Golden Compass,{Dakota Blue Richards. Nicole Kidman. Daniel Craig. Sam Elliott. Eva Green. Freddie Highmore. Chris Weitz. Adventure. Fantasy. england. compass. experiment. lordship. uncle. polar bear. orphan. animal. based on young adult novel}
254,King Kong,{Naomi Watts. Jack Black. Adrien Brody. Thomas Kretschmann. Colin Hanks. Andy Serkis. Peter Jackson. Adventure. Drama. Action. film business. screenplay. show business. film making. film producer. exotic island. monster. indigenous. ship. dinosaur}
597,Titanic,{Kate Winslet. Leonardo DiCaprio. Frances Fisher. Billy Zane. Kathy Bates. Gloria Stuart. James Cameron. Drama. Romance. Thriller. shipwreck. iceberg. ship. panic. titanic. ocean liner. epic. rich woman - poor man. love. disaster. tragic love. class differences. imax. star crossed lovers. steerage. salvage. rich snob. 3d. 1910s}
271110,Captain America: Civil War,{Chris Evans. Robert Downey Jr.. Scarlett Johansson. Sebastian Stan. Anthony Mackie. Don Cheadle. Anthony Russo. Joe Russo. Adventure. Action. Science Fiction. civil war. war. marvel comic. sequel. superhero. based on comic book. imax. aftercreditsstinger. duringcreditsstinger. marvel cinematic universe. 3d}
44833,Battleship,{Taylor Kitsch. Alexander Skarsgård. Rihanna. Brooklyn Decker. Tadanobu Asano. Liam Neeson. Peter Berg. Thriller. Action. Adventure. Science Fiction. fight. u.s. navy. mind reading. hong kong. soccer. scientist. fictional war. naval. armada. battleship. naval combat. jds myoko. lost communication. taser. buoy. communications expert. joint chiefs of staff. crash landing. jet fighter pilot. navy lieutenant. permission to marry. uss john paul jones. based on board game. aftercreditsstinger. mighty mo. uss missouri}
135397,Jurassic World,{Chris Pratt. Bryce Dallas Howard. Irrfan Khan. Vincent DOnofrio. Nick Robinson. Ty Simpkins. Colin Trevorrow. Action. Adventure. Science Fiction. Thriller. monster. dna. tyrannosaurus rex. velociraptor. island. sequel. suspense. disaster. escape. dinosaur. amusement park. animal attack. theme park. jurassic park. 3d. animal horror}
37724,Skyfall,{Daniel Craig. Judi Dench. Javier Bardem. Ralph Fiennes. Naomie Harris. Bérénice Marlohe. Sam Mendes. Action. Adventure. Thriller. spy. secret agent. sociopath. killer. art gallery. british secret service. istanbul turkey. imax. uzi. booby trap. impersonating a police officer. macao}
558,Spider-Man 2,{Tobey Maguire. Kirsten Dunst. James Franco. Alfred Molina. Rosemary Harris. Donna Murphy. Sam Raimi. Action. Adventure. Fantasy. dual identity. love of ones life. pizza boy. marvel comic. sequel. superhero. doctor. scientist. tentacle. death. super villain}
68721,Iron Man 3,{Robert Downey Jr.. Gwyneth Paltrow. Don Cheadle. Guy Pearce. Rebecca Hall. Jon Favreau. Shane Black. Action. Adventure. Science Fiction. terrorist. war on terror. tennessee. malibu. marvel comic. superhero. based on comic book. tony stark. iron man. aftercreditsstinger. marvel cinematic universe. mandarin. 3d. war machine. iron patriot. extremis}
12155,Alice in Wonderland,{Mia Wasikowska. Johnny Depp. Anne Hathaway. Helena Bonham Carter. Crispin Glover. Marton Csokas. Tim Burton. Family. Fantasy. Adventure. based on novel. fictional place. queen. fantasy. alice in wonderland. fantasy world. 3d}
36668,X-Men: The Last Stand,{Hugh Jackman. Halle Berry. Ian McKellen. Patrick Stewart. Famke Janssen. Anna Paquin. Brett Ratner. Adventure. Action. Science Fiction. Thriller. mutant. marvel comic. based on comic book. superhuman. beast. cyclops. aftercreditsstinger}
62211,Monsters University,{Billy Crystal. John Goodman. Steve Buscemi. Helen Mirren. Noah Johnston. Peter Sohn. Dan Scanlon. Animation. Family. monster. dormitory. games. animation. best friend. university. scary. aftercreditsstinger}
8373,Transformers: Revenge of the Fallen,{Shia LaBeouf. Megan Fox. Josh Duhamel. Rainn Wilson. Tyrese Gibson. John Turturro. Michael Bay. Science Fiction. Action. Adventure. egypt. sun. chaos. symbol. artifact. transformers. tank. robot. imax. duringcreditsstinger}
91314,Transformers: Age of Extinction,{Mark Wahlberg. Stanley Tucci. Kelsey Grammer. Nicola Peltz. Jack Reynor. Titus Welliver. Michael Bay. Science Fiction. Action. Adventure. sequel. alien. transformers. giant robot. robot. imax. transforming robot}
68728,Oz: The Great and Powerful,{James Franco. Mila Kunis. Rachel Weisz. Michelle Williams. Zach Braff. Bill Cobbs. Sam Raimi. Fantasy. Adventure. Family. circus. witch. magic. hope. illusion. lost. magic trick. wizard. 3d}
102382,The Amazing Spider-Man 2,{Andrew Garfield. Emma Stone. Jamie Foxx. Dane DeHaan. Campbell Scott. Embeth Davidtz. Marc Webb. Action. Adventure. Fantasy. obsession. marvel comic. sequel. based on comic book. electrocution. medical experiment. electricity. super powers}
20526,TRON: Legacy,{Garrett Hedlund. Jeff Bridges. Olivia Wilde. Bruce Boxleitner. Yaya DaCosta. Serinda Swan. Joseph Kosinski. Adventure. Action. Science Fiction. artificial intelligence. secret identity. computer program. dystopia. computer. deception. duel. motorcycle. neon light. autocracy}
49013,Cars 2,{Owen Wilson. Larry the Cable Guy. Michael Caine. Emily Mortimer. John Turturro. Eddie Izzard. John Lasseter. Brad Lewis. Animation. Family. Adventure. Comedy. car race. sequel. comedy. anthropomorphism. best friend. duringcreditsstinger}
44912,Green Lantern,{Ryan Reynolds. Blake Lively. Peter Sarsgaard. Tim Robbins. Mark Strong. Temuera Morrison. Martin Campbell. Adventure. Action. Thriller. Science Fiction. dc comics. transformation. superhero. alien. alien infection. magical object. protector. super powers. origin. 3d}
10193,Toy Story 3,{Tom Hanks. Tim Allen. Ned Beatty. Joan Cusack. Michael Keaton. Whoopi Goldberg. Lee Unkrich. Animation. Family. Comedy. hostage. college. toy. barbie. animation. escape. day care. teddy bear. duringcreditsstinger. toy comes to life. personification. inanimate objects coming to life. toy story}
534,Terminator Salvation,{Christian Bale. Sam Worthington. Anton Yelchin. Moon Bloodgood. Bryce Dallas Howard. Helena Bonham Carter. McG. Action. Science Fiction. Thriller. saving the world. artificial intelligence. prophecy. san francisco. cyborg. killer robot. gas station. post-apocalyptic. dystopia. army. firearm. wartime. los angeles}
168259,Furious 7,{Vin Diesel. Paul Walker. Dwayne Johnson. Michelle Rodriguez. Tyrese Gibson. Ludacris. James Wan. Action. car race. speed. revenge. suspense. car. race. muscle car}
72190,World War Z,{Brad Pitt. Mireille Enos. Abigail Hargrove. Sterling Jerins. James Badge Dale. Elyes Gabel. Marc Forster. Action. Drama. Horror. Science Fiction. Thriller. dystopia. apocalypse. zombie. nuclear weapons. multiple perspectives. zombie apocalypse}
127585,X-Men: Days of Future Past,{Hugh Jackman. James McAvoy. Michael Fassbender. Jennifer Lawrence. Halle Berry. Anna Paquin. Bryan Singer. Action. Adventure. Fantasy. Science Fiction. 1970s. mutant. time travel. marvel comic. based on comic book. superhuman. storm. beast. aftercreditsstinger. changing the past or future}
54138,Star Trek Into Darkness,{Chris Pine. Zachary Quinto. Zoe Saldana. Karl Urban. Simon Pegg. John Cho. J.J. Abrams. Action. Adventure. Science Fiction. spacecraft. friendship. sequel. futuristic. space. alien. imax. space opera. terrorist bombing. 3d}
81005,Jack the Giant Slayer,{Nicholas Hoult. Eleanor Tomlinson. Ewan McGregor. Stanley Tucci. Ian McShane. Eddie Marsan. Bryan Singer. Action. Family. Fantasy. based on fairy tale. giant}
64682,The Great Gatsby,{Leonardo DiCaprio. Tobey Maguire. Carey Mulligan. Joel Edgerton. Elizabeth Debicki. Isla Fisher. Baz Luhrmann. Drama. Romance. based on novel. infidelity. obsession. hope. 3d}
9543,Prince of Persia: The Sands of Time,{Jake Gyllenhaal. Gemma Arterton. Ben Kingsley. Alfred Molina. Steve Toussaint. Toby Kebbell. Mike Newell. Adventure. Fantasy. Action. Romance. persia. sandstorm. brother against brother. armageddon. regent. based on video game}
68726,Pacific Rim,{Idris Elba. Charlie Hunnam. Charlie Day. Ron Perlman. Burn Gorman. Rinko Kikuchi. Guillermo del Toro. Action. Science Fiction. Adventure. dystopia. giant robot. giant monster. apocalypse. imax. duringcreditsstinger. 3d}
38356,Transformers: Dark of the Moon,{Shia LaBeouf. John Malkovich. Ken Jeong. Frances McDormand. Josh Duhamel. Tyrese Gibson. Michael Bay. Action. Science Fiction. Adventure. moon. spacecraft. traitor. bodyguard. alien planet. based on cartoon. transformers. giant robot. sabotage. word domination. commando. duringcreditsstinger}
217,Indiana Jones and the Kingdom of the Crystal Skull,{Harrison Ford. Cate Blanchett. Shia LaBeouf. Ray Winstone. Karen Allen. John Hurt. Steven Spielberg. Adventure. Action. saving the world. riddle. whip. treasure. mexico city. leather jacket. machinegun. alien phenomenons. maya civilization. peru. treasure hunt. nuclear explosion. refrigerator. archaeologist. indiana jones. archeology\xa0}
105864,The Good Dinosaur,{Raymond Ochoa. Jack Bright. Jeffrey Wright. Frances McDormand. Maleah Nipay-Padilla. Ryan Teeple. Peter Sohn. Adventure. Animation. Family. tyrannosaurus rex. friends. alternate history. dinosaur. fear. storm. nature. human. journey}
62177,Brave,{Kelly Macdonald. Julie Walters. Billy Connolly. Emma Thompson. Kevin McKidd. Craig Ferguson. Brenda Chapman. Mark Andrews. Steve Purcell. Animation. Adventure. Comedy. Family. Action. Fantasy. scotland. rebel. bravery. kingdom. archer. wish. bear. scot. rebellious daughter. turns into animal. archery. ruins. aftercreditsstinger. peace offering. woman director. courage. 3d}
188927,Star Trek Beyond,{Chris Pine. Zachary Quinto. Karl Urban. Simon Pegg. Zoe Saldana. John Cho. Justin Lin. Action. Adventure. Science Fiction. sequel. stranded. hatred. space opera}
10681,WALL·E,{Ben Burtt. Elissa Knight. Jeff Garlin. Fred Willard. John Ratzenberger. Kathy Najimy. Andrew Stanton. Animation. Family. romantic comedy}
5174,Rush Hour 3,{Chris Tucker. Jackie Chan. Hiroyuki Sanada. Max von Sydow. Yvan Attal. Roman Polanski. Brett Ratner. Action. Comedy. Crime. Thriller. ambassador}
14161,2012,{John Cusack. Amanda Peet. Chiwetel Ejiofor. Thandie Newton. Oliver Platt. Tom McCarthy. Roland Emmerich. Action. Adventure. Science Fiction. civilization. natural disaster. end of the world. disaster. apocalypse. destruction. volcanic eruption. mayan. ark. solar. destruction  of mankind}
17979,A Christmas Carol,{Gary Oldman. Jim Carrey. Steve Valentine. Daryl Sabara. Sage Ryan. Amber Gainey Meade. Robert Zemeckis. Animation. Drama. holiday. based on novel. victorian england. money. christmas eve. scrooge. christmas carol. ghost. lesson. charles dickens. christmas}
76757,Jupiter Ascending,{Mila Kunis. Channing Tatum. Sean Bean. Eddie Redmayne. Douglas Booth. Tuppence Middleton. Lilly Wachowski. Lana Wachowski. Science Fiction. Fantasy. Action. Adventure. jupiter. space. woman director. 3d. interspecies romance}
258489,The Legend of Tarzan,{Alexander Skarsgård. Margot Robbie. Christoph Waltz. Samuel L. Jackson. Djimon Hounsou. Jim Broadbent. David Yates. Action. Adventure. africa. feral child. tarzan. jungle. animal attack}
411,The Chronicles of Narnia: The Lion. the Witch and the Wardrobe,{William Moseley. Anna Popplewell. Skandar Keynes. Georgie Henley. Liam Neeson. Tilda Swinton. Andrew Adamson. Adventure. Family. Fantasy. saving the world. witch. based on novel. brother sister relationship. self sacrifice. winter. cupboard. beaver. lion. fairy-tale figure. battle. narnia. fantasy world. duringcreditsstinger}
246655,X-Men: Apocalypse,{James McAvoy. Michael Fassbender. Jennifer Lawrence. Nicholas Hoult. Oscar Isaac. Rose Byrne. Bryan Singer. Science Fiction. mutant. supernatural powers. marvel comic. superhero. based on comic book. superhuman. apocalypse. superhero team. world domination. aftercreditsstinger. 1980s}
155,The Dark Knight,{Christian Bale. Heath Ledger. Aaron Eckhart. Michael Caine. Maggie Gyllenhaal. Gary Oldman. Christopher Nolan. Drama. Action. Crime. Thriller. dc comics. crime fighter. secret identity. scarecrow. sadism. chaos. gotham city. vigilante. joker. superhero. based on comic book. tragic hero. organized crime. criminal mastermind. district attorney. imax. super villain. super powers. batman}
14160,Up,{Ed Asner. Christopher Plummer. Jordan Nagai. Bob Peterson. Delroy Lindo. Jerome Ranft. Pete Docter. Animation. Comedy. Family. Adventure. age difference. central and south america. balloon. animation. floating in the air. duringcreditsstinger. exploring}
15512,Monsters vs Aliens,{Seth Rogen. Reese Witherspoon. Hugh Laurie. Paul Rudd. Kiefer Sutherland. Rainn Wilson. Conrad Vernon. Rob Letterman. Animation. Family. Adventure. Science Fiction. alien. giant robot. duringcreditsstinger}
1726,Iron Man,{Robert Downey Jr.. Terrence Howard. Jeff Bridges. Shaun Toub. Gwyneth Paltrow. Faran Tahir. Jon Favreau. Action. Science Fiction. Adventure. middle east. arms dealer. malibu. marvel comic. superhero. based on comic book. tony stark. iron man. aftercreditsstinger. marvel cinematic universe. counter terrorism. agent coulson}
44826,Hugo,{Ben Kingsley. Sacha Baron Cohen. Asa Butterfield. Chloë Grace Moretz. Ray Winstone. Emily Mortimer. Martin Scorsese. Adventure. Drama. Family. library. clock. film director. key. toy. boy. love. orphan. robot. automaton. hiding. filmmaking. leg brace. doberman. 3d}
8487,Wild Wild West,{Will Smith. Kevin Kline. Kenneth Branagh. Salma Hayek. M. Emmet Walsh. Ted Levine. Barry Sonnenfeld. Action. Adventure. Comedy. Science Fiction. Western. steampunk. based on tv series. steam locomotive. drag}
1735,The Mummy: Tomb of the Dragon Emperor,{Brendan Fraser. Jet Li. John Hannah. Maria Bello. Luke Ford. Michelle Yeoh. Rob Cohen. Adventure. Action. Fantasy. }
297761,Suicide Squad,{Will Smith. Margot Robbie. Joel Kinnaman. Viola Davis. Jared Leto. Jai Courtney. David Ayer. Action. Adventure. Crime. Fantasy. Science Fiction. dc comics. shared universe. anti hero. secret mission. villain. superhero. supervillain. dc extended universe}
2698,Evan Almighty,{Steve Carell. Lauren Graham. John Goodman. Jimmy Bennett. John Michael Higgins. Morgan Freeman. Tom Shadyac. Fantasy. Comedy. Family. father son relationship. daily life. married couple. support. father. marriage. faith. baustelle. rescue. animal. nature. duringcreditsstinger. noahs ark}
137113,Edge of Tomorrow,{Tom Cruise. Emily Blunt. Brendan Gleeson. Bill Paxton. Jonas Armstrong. Tony Way. Doug Liman. Action. Science Fiction. deja vu. time warp. restart. dystopia. war. alien. military officer. soldier. alien invasion. exoskeleton}
9804,Waterworld,{Kevin Costner. Chaim Girafi. Rick Aviles. R. D. Call. Zitto Kazann. Jeanne Tripplehorn. Kevin Reynolds. Adventure. Action. ocean. tattoo. mutant. water. dystopia. doomsday}
14869,G.I. Joe: The Rise of Cobra,{Dennis Quaid. Channing Tatum. Marlon Wayans. Sienna Miller. Joseph Gordon-Levitt. Saïd Taghmaoui. Stephen Sommers. Adventure. Action. Thriller. Science Fiction. terrorist. secret. hostage. technology. warhead. government. president. revenge. murder. attack. explosion. scientist. lasers. evil. cobra}
150540,Inside Out,{Amy Poehler. Phyllis Smith. Richard Kind. Bill Hader. Lewis Black. Mindy Kaling. Pete Docter. Drama. Comedy. Animation. Family. dream. cartoon. imaginary friend. animation. family. moving. kids. unicorn. duringcreditsstinger. 3d. emotions}
278927,The Jungle Book,{Neel Sethi. Bill Murray. Ben Kingsley. Idris Elba. Scarlett Johansson. Christopher Walken. Jon Favreau. Family. Adventure. Drama. Fantasy. based on novel. snake. wolf. elephant. tiger. feral child. panther. remake. bear. jungle. talking animal. orphan. animal. talking to animals}
10138,Iron Man 2,{Robert Downey Jr.. Gwyneth Paltrow. Don Cheadle. Scarlett Johansson. Mickey Rourke. Sam Rockwell. Jon Favreau. Adventure. Action. Science Fiction. malibu. marvel comic. superhero. based on comic book. revenge. aftercreditsstinger. marvel cinematic universe}
58595,Snow White and the Huntsman,{Kristen Stewart. Charlize Theron. Chris Hemsworth. Sam Claflin. Ian McShane. Ray Winstone. Rupert Sanders. Adventure. Fantasy. Drama. queen. magic. fairy tale. immortality. forest. deception. woman. eternal youth. snow white. evil queen. evil stepmother. imprisoned. sorceress}
102651,Maleficent,{Angelina Jolie. Elle Fanning. Sharlto Copley. Sam Riley. Juno Temple. Imelda Staunton. Robert Stromberg. Fantasy. Adventure. Action. Family. Romance. fairy tale. villain. sleeping beauty. dark fantasy. based on fairy tale. adaptation. retelling. literary adaptation. 3d}
119450,Dawn of the Planet of the Apes,{Andy Serkis. Jason Clarke. Gary Oldman. Keri Russell. Toby Kebbell. Kodi Smit-McPhee. Matt Reeves. Science Fiction. Action. Drama. Thriller. leader. colony. post-apocalyptic. dystopia. forest. sequel. woods. ape. scientist. monkey. medical research. animal attack. plague. 3d}
79698,The Lovers,{Josh Hartnett. Simone Kessell. Tamsin Egerton. Alice Englert. Bipasha Basu. Abhay Deol. Roland Joffé. Action. Adventure. Science Fiction. Romance. }
64686,47 Ronin,{Keanu Reeves. Hiroyuki Sanada. Kou Shibasaki. Tadanobu Asano. Min Tanaka. Rinko Kikuchi. Carl Rinsch. Drama. Action. Adventure. Fantasy. japan. suicide. samurai. based on true story. samurai sword. ronin. shogun. half breed. 3d}
100402,Captain America: The Winter Soldier,{Chris Evans. Samuel L. Jackson. Scarlett Johansson. Robert Redford. Sebastian Stan. Anthony Mackie. Anthony Russo. Joe Russo. Action. Adventure. Science Fiction. washington d.c.. future. shield. marvel comic. superhero. based on comic book. captain america. aftercreditsstinger. duringcreditsstinger. marvel cinematic universe. 3d. political thriller}
10192,Shrek Forever After,{Mike Myers. Eddie Murphy. Cameron Diaz. Antonio Banderas. Julie Andrews. Jon Hamm. Mike Mitchell. Comedy. Adventure. Fantasy. Animation. Family. ogre. 3d}
158852,Tomorrowland,{Britt Robertson. George Clooney. Raffey Cassidy. Thomas Robinson. Hugh Laurie. Kathryn Hahn. Brad Bird. Adventure. Family. Mystery. Science Fiction. inventor. apocalypse. destiny. imax. dreamer. futuristic car. futuristic city}
177572,Big Hero 6,{Scott Adsit. Ryan Potter. Daniel Henney. T.J. Miller. Jamie Chung. Damon Wayans Jr.. Chris Williams. Don Hall. Adventure. Family. Animation. Action. Comedy. brother brother relationship. hero. talent. revenge. best friend. another dimension. robot. boy genius. hate. aftercreditsstinger. moral dilemma. 3d. teen superheroes. dead brother}
82690,Wreck-It Ralph,{John C. Reilly. Sarah Silverman. Jack McBrayer. Jane Lynch. Alan Tudyk. Mindy Kaling. Rich Moore. Family. Animation. Comedy. Adventure. support group. product placement. bullying. racing. arcade. medal. self esteem. curiosity. precocious child. aftercreditsstinger. duringcreditsstinger. first person shooter. glitch. carefree. video gamer. q*bert. interrupted wedding. social reject}
5255,The Polar Express,{Tom Hanks. Michael Jeter. Nona Gaye. Peter Scolari. Eddie Deezen. Leslie Zemeckis. Robert Zemeckis. Adventure. Animation. Family. Fantasy. santa claus. nerd. faith. gift. bell. beard. north pole. chute. trestle. ticket. christmas}
47933,Independence Day: Resurgence,{Liam Hemsworth. Jeff Goldblum. Bill Pullman. Maika Monroe. Sela Ward. William Fichtner. Roland Emmerich. Action. Adventure. Science Fiction. alternate history. alien invasion}
10191,How to Train Your Dragon,{Jay Baruchel. Gerard Butler. Craig Ferguson. America Ferrera. Jonah Hill. Christopher Mintz-Plasse. Chris Sanders. Dean DeBlois. Fantasy. Adventure. Animation. Family. flying. blacksmith. arena. island. night. ship. training. village. forest. viking. friendship. ignorance. flight. nest. dragon. battle. combat. well. warrior}
296,Terminator 3: Rise of the Machines,{Arnold Schwarzenegger. Nick Stahl. Claire Danes. Kristanna Loken. David Andrews. Mark Famiglietti. Jonathan Mostow. Action. Thriller. Science Fiction. saving the world. artificial intelligence. man vs machine. cyborg. killer robot. sun glasses. leather jacket. nanotechnology. rocket launcher. firemen. veterinarian. fire engine. dystopia. psychiatrist}
118340,Guardians of the Galaxy,{Chris Pratt. Zoe Saldana. Dave Bautista. Vin Diesel. Bradley Cooper. Lee Pace. James Gunn. Action. Science Fiction. Adventure. marvel comic. spaceship. space. outer space. orphan. adventurer. aftercreditsstinger. duringcreditsstinger. marvel cinematic universe}
157336,Interstellar,{Matthew McConaughey. Jessica Chastain. Anne Hathaway. Michael Caine. Casey Affleck. Mackenzie Foy. Christopher Nolan. Adventure. Drama. Science Fiction. saving the world. artificial intelligence. father son relationship. single parent. nasa. expedition. wormhole. space travel. famine. black hole. dystopia. race against time. quantum mechanics. spaceship. space. rescue. family relationships. farmhouse. robot. astronaut. scientist. father daughter relationship. single father. farmer. space station. imax. astrophysics. zero gravity. courage. time paradox. relativity}
27205,Inception,{Leonardo DiCaprio. Joseph Gordon-Levitt. Ellen Page. Tom Hardy. Ken Watanabe. Cillian Murphy. Christopher Nolan. Action. Thriller. Science Fiction. Mystery. Adventure. loss of lover. dream. kidnapping. sleep. subconsciousness. heist. redemption. female hero}
315011,Shin Godzilla,{Hiroki Hasegawa. Yutaka Takenouchi. Satomi Ishihara. Kengo Kora. Matsuo Satoru. Mikako Ichikawa. Hideaki Anno. Shinji Higuchi. Action. Adventure. Drama. Horror. Science Fiction. monster. godzilla. giant monster. destruction. kaiju. toyko}
